,prefix,Uniprot ID 1,Uniprot ID 2,Sequence Length 1,Sequence Length 2,PDB,Chain 1,Chain 2,N residue contacts (5Ang),PFAM domains 1,PFAM domains 2,Chain start 1,Chain end 1,Chain start 2,Chain end 2,Protein name 1,Gene name 1,Protein name 2,Gene name 2,Organism 1,Organism 2,Resolution (Ang),contains DNA,contains RNA,Org1,Org2,kingdom1,kingdom2
758,allpdb0890,AAKG_YEAST,SIP2_YEAST,322,415,2QLV,F,E,101,PF00571;,PF16561;PF04739;,7,321,161,412,5'-AMP-activated protein kinase subunit gamma (AMPK gamma) (AMPK subunit gamma) (Regulatory protein CAT3) (Sucrose non-fermenting protein 4),SNF4 CAT3 SCI1 YGL115W,SNF1 protein kinase subunit beta-2 (Protein SPM2) (SNF1-interacting protein 2),SIP2 SPM2 YGL208W G1155,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.6,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
759,allpdb0891,RAD23_YEAST,RAD4_YEAST,398,754,2QSF,X,A,115,PF00627;PF00240;PF09280;,PF10403;PF10405;PF03835;,230,398,101,632,UV excision repair protein RAD23,RAD23 YEL037C SYGP-ORF29,DNA repair protein RAD4,RAD4 YER162C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.35,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
760,allpdb0892,HSP7C_BOVIN,AUXI_BOVIN,650,910,2QWO,A,B,28,PF00012;,PF00226;PF10409;,1,394,813,904,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),HSPA8 HSC70,Putative tyrosine-protein phosphatase auxilin (EC 3.1.3.48) (DnaJ homolog subfamily C member 6),DNAJC6,Bos taurus (Bovine),Bos taurus (Bovine),1.7,N,N,Bos taurus,Bos taurus,E,E
761,allpdb0893,VPS35_HUMAN,VPS29_HUMAN,796,182,2R17,C,A,90,PF03635;,PF12850;,483,780,1,182,Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35),VPS35 MEM3 TCCCTA00141,Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29),VPS29 DC15 DC7 MDS007,Homo sapiens (Human),Homo sapiens (Human),2.8,N,N,Homo sapiens,Homo sapiens,E,E
762,allpdb0895,Q9X4C9_GEOSE,DNAG_GEOSE,454,597,2R6A,B,C,44,PF00772;PF03796;,PF10410;PF08275;PF01807;,1,454,455,597,Replicative DNA helicase (EC 3.6.4.12),dnaB,DNA primase (EC 2.7.7.-),dnaG,Geobacillus stearothermophilus (Bacillus stearothermophilus),Geobacillus stearothermophilus (Bacillus stearothermophilus),2.9,N,N,Geobacillus stearothermophilus,Geobacillus stearothermophilus,B,B
763,allpdb0897,SYFA_STAHJ,SYFB_STAHJ,352,800,2RHS,C,D,277,PF02912;PF01409;,PF03483;PF03484;PF03147;PF01588;,84,351,1,800,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),pheS SH1823,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),pheT SH1822,Staphylococcus haemolyticus (strain JCSC1435),Staphylococcus haemolyticus (strain JCSC1435),2.2,N,N,Staphylococcus haemolyticus,Staphylococcus haemolyticus,B,B
764,allpdb0898,MET_HUMAN,INLB_LISMO,1390,630,2UZX,B,A,95,PF07714;PF01437;PF01403;PF01833;,PF09479;PF12354;PF12799;PF08191;PF13457;,25,741,36,321,Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met),MET,Internalin B,inlB lmo0434,Homo sapiens (Human),Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e),2.8,N,N,Homo sapiens,Listeria monocytogenes serovar 1/2a,E,B
765,allpdb0899,RUBR2_PSEAE,RURE_PSEAE,55,384,2V3B,B,A,38,PF00301;,PF07992;,1,55,1,384,Rubredoxin-2 (Rdxs),rubA2 alkG2 PA5350,Rubredoxin-NAD(+) reductase (RdxR) (EC 1.18.1.1),alkT PA5349,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),2.45,N,N,Pseudomonas aeruginosa,Pseudomonas aeruginosa,B,B
766,allpdb0900,ACTS_RABIT,MKL1_MOUSE,377,964,2V51,D,E,50,PF00022;,PF02755;PF02037;,1,377,14,41,"Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]",ACTA1 ACTA,MKL/myocardin-like protein 1 (Basic SAP coiled-coil transcription activator) (Megakaryoblastic leukemia 1 protein homolog) (Myocardin-related transcription factor A) (MRTF-A),Mkl1 Bsac,Oryctolagus cuniculus (Rabbit),Mus musculus (Mouse),2.35,N,N,Oryctolagus cuniculus,Mus musculus,E,E
767,allpdb0901,VPS4_YEAST,DID4_YEAST,437,232,2V6X,A,B,82,PF00004;PF04212;PF09336;,PF03357;,1,82,180,232,Vacuolar protein sorting-associated protein 4 (DOA4-independent degradation protein 6) (Protein END13) (Vacuolar protein-targeting protein 10),VPS4 CSC1 DID6 END13 GRD13 VPL4 VPT10 YPR173C P9705.10,DOA4-independent degradation protein 4 (ESCRT-III complex subunit VPS2) (Vacuolar protein-sorting-associated protein 2) (Vacuolar protein-targeting protein 14),DID4 CHM2 GRD7 REN1 VPL2 VPS2 VPT14 YKL002W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.98,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
768,allpdb0906,IMM9_ECOLX,CEA9_ECOLX,86,582,2VLQ,A,B,56,PF01320;,PF03515;PF11570;,1,86,450,582,Colicin-E9 immunity protein (ImmE9) (Microcin-E9 immunity protein),imm ceiE9,Colicin-E9 (EC 3.1.-.-),col cei,Escherichia coli,Escherichia coli,1.6,N,N,Escherichia coli,Escherichia coli,B,B
769,allpdb0907,GLYCP_NIPAV,EFNB2_HUMAN,602,333,2VSM,A,B,91,PF00423;,PF00812;,188,602,28,166,Glycoprotein G,G,Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),EFNB2 EPLG5 HTKL LERK5,Nipah virus,Homo sapiens (Human),1.8,N,N,Nipah virus,Homo sapiens,V,E
770,allpdb0908,IF4A_YEAST,IF4F1_YEAST,395,952,2VSO,A,E,89,PF00270;PF00271;,PF12152;PF02854;,1,395,572,854,ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37),TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660,Eukaryotic initiation factor 4F subunit p150 (eIF-4F p150) (eIF4F p150) (eIF4G1) (mRNA cap-binding protein complex subunit p150),TIF4631 YGR162W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.6,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
771,allpdb0911,AROG_MYCTU,CHMU_MYCTU,462,105,2W19,B,D,54,PF01474;,PF01817;,1,462,16,105,Phospho-2-dehydro-3-deoxyheptonate aldolase AroG (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase),aroG Rv2178c,Intracellular chorismate mutase (CM) (EC 5.4.99.5),Rv0948c MTCY10D7.26,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.15,N,N,Mycobacterium tuberculosis,Mycobacterium tuberculosis,B,B
772,allpdb0914,DDX6_HUMAN,EDC3_HUMAN,483,508,2WAX,A,B,57,PF00270;PF00271;,PF09532;PF12701;PF03853;,293,483,190,228,Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK),DDX6 HLR2 RCK,Enhancer of mRNA-decapping protein 3 (LSM16 homolog) (YjeF N-terminal domain-containing protein 2) (YjeF_N2) (hYjeF_N2) (YjeF domain-containing protein 1),EDC3 LSM16 YJDC YJEFN2 PP844,Homo sapiens (Human),Homo sapiens (Human),2.3,N,N,Homo sapiens,Homo sapiens,E,E
773,allpdb0915,RAC2_ARATH,ROGF8_ARATH,201,523,2WBL,C,A,114,PF00071;,PF03759;,1,180,76,440,Rac-like GTP-binding protein ARAC2 (GTPase protein ROP7),ARAC2 ROP7 At5g45970 MCL19.1,Rho guanine nucleotide exchange factor 8 (AtRopGEF8) (Rho of plants guanine nucleotide exchange factor 8),ROPGEF8 At3g24620 MOB24.21,Arabidopsis thaliana (Mouse-ear cress),Arabidopsis thaliana (Mouse-ear cress),2.9,N,N,Arabidopsis thaliana,Arabidopsis thaliana,E,E
774,allpdb0916,DHH_HUMAN,HHIP_HUMAN,396,700,2WG3,A,C,65,PF01085;PF01079;,PF03024;PF07995;,40,194,214,672,Desert hedgehog protein (DHH) (HHG-3) [Cleaved into: Desert hedgehog protein N-product; Desert hedgehog protein C-product],DHH,Hedgehog-interacting protein (HHIP) (HIP),HHIP HIP UNQ5825/PRO19644,Homo sapiens (Human),Homo sapiens (Human),2.6,N,N,Homo sapiens,Homo sapiens,E,E
775,allpdb0919,HIPB_ECOLI,HIPA_ECOLI,88,440,2WIU,D,C,50,PF01381;,PF13657;PF07804;,1,88,1,440,Antitoxin HipB,hipB b1508 JW1501,Serine/threonine-protein kinase toxin HipA (Ser/Thr-protein kinase HipA) (EC 2.7.11.1) (Toxin HipA),hipA b1507 JW1500,Escherichia coli (strain K12),Escherichia coli (strain K12),2.35,N,N,Escherichia coli,Escherichia coli,B,B
776,allpdb0920,RENT2_HUMAN,RENT1_HUMAN,1272,1129,2WJV,E,B,106,PF02854;PF04050;,PF04851;PF09416;,1105,1198,115,925,Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2),UPF2 KIAA1408 RENT2,Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1),UPF1 KIAA0221 RENT1,Homo sapiens (Human),Homo sapiens (Human),2.85,N,N,Homo sapiens,Homo sapiens,E,E
777,allpdb0921,CDC42_HUMAN,DOCK9_HUMAN,191,2069,2WM9,B,A,152,PF00071;,PF06920;PF14429;PF11878;PF00169;,1,188,1605,2069,Cell division control protein 42 homolog (G25K GTP-binding protein),CDC42,Dedicator of cytokinesis protein 9 (Cdc42 guanine nucleotide exchange factor zizimin-1) (Zizimin-1),DOCK9 KIAA1058 ZIZ1,Homo sapiens (Human),Homo sapiens (Human),2.2,N,N,Homo sapiens,Homo sapiens,E,E
778,allpdb0923,DNAA_HELPY,O25828_HELPY,457,180,2WP0,D,B,33,PF00308;PF08299;,PF12163;,1,112,1,180,Chromosomal replication initiator protein DnaA,dnaA HP_1529,Uncharacterized protein,HP_1230,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),2.67,N,N,Helicobacter pylori,Helicobacter pylori,V,V
779,allpdb0924,FOS_MOUSE,MAFB_MOUSE,380,323,2WT7,A,B,53,PF00170;,PF03131;PF08383;,138,200,214,303,Proto-oncogene c-Fos (Cellular oncogene fos),Fos,Transcription factor MafB (Maf-B) (Kreisler) (Segmentation protein Kr) (Transcription factor Maf-1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B),Mafb Krml Maf1,Mus musculus (Mouse),Mus musculus (Mouse),2.3,Y,N,Mus musculus,Mus musculus,E,E
780,allpdb0925,RAB1A_HUMAN,DRRA_LEGPH,205,647,2WWX,A,B,126,PF00071;,PF14860;,4,178,317,533,Ras-related protein Rab-1A (YPT1-related protein),RAB1A RAB1,Multifunctional virulence effector protein DrrA (Defects in Rab1 recruitment protein A) [Includes: Adenosine monophosphate-protein transferase (AMPylator) (EC 2.7.7.n1) (Guanosine monophosphate-protein transferase) (GMPylator) (EC 2.7.7.n6); Rab1 guanine nucleotide exchange factor],drrA sidM lpg2464,Homo sapiens (Human),Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513),1.5,N,N,Homo sapiens,Legionella pneumophila subsp. pneumophila,E,B
781,allpdb0926,GSP1_YEAST,IPO13_HUMAN,219,963,2X19,A,B,86,PF00071;,PF03810;PF08389;,8,179,1,963,GTP-binding nuclear protein GSP1/CNR1 (Chromosome stability protein 17) (GTPase Ran homolog) (Genetic suppressor of PRP20-1),GSP1 CNR1 CST17 YLR293C L8003.19,Importin-13 (Imp13) (Karyopherin-13) (Kap13) (Ran-binding protein 13) (RanBP13),IPO13 KIAA0724 RANBP13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Homo sapiens (Human),2.8,N,N,Saccharomyces cerevisiae,Homo sapiens,E,E
782,allpdb0928,G3P_BPIF1,Q8X965_ECO57,460,394,2X9A,A,B,57,PF05357;,PF06519;,17,81,268,394,Attachment protein G3P (Gene 3 protein) (G3P) (Minor coat protein),III,"Membrane spanning protein TolA (Membrane spanning protein, required for outer membrane integrity)",tolA ECs0774 Z0907,Enterobacteria phage If1 (Bacteriophage If1),Escherichia coli O157:H7,2.47,N,N,Enterobacteria phage If1,Escherichia coli O157:H7,V,B
783,allpdb0931,NTCA_SYNE7,Q7X386_SYNE7,222,89,2XKO,B,C,47,PF00027;PF13545;,PF12058;,1,222,1,89,Global nitrogen regulator,ntcA Synpcc7942_0127,PipX,Synpcc7942_2061,Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2),Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2),2.25,N,N,Synechococcus elongatus,Synechococcus elongatus,B,B
784,allpdb0932,HCN1_SCHPO,CUT9_SCHPO,80,671,2XPI,B,A,93,PF10471;,PF13181;,1,80,1,597,Anaphase-promoting complex subunit hcn1 (20S cyclosome/APC complex protein hcn1) (Chaperone-like protein hcn1) (High copy suppressor of cut9 protein 1),hcn1 SPAC23C11.12,Anaphase-promoting complex subunit cut9 (20S cyclosome/APC complex protein cut9) (Cell untimely torn protein 9),cut9 dre1 SPAC6F12.15c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),2.6,N,N,Schizosaccharomyces pombe,Schizosaccharomyces pombe,E,E
785,allpdb0933,Q8SUS7_ENCCU,Q8SRG7_ENCCU,183,894,2XPP,A,B,47,PF08711;,PF14633;,40,183,34,71,Uncharacterized protein,ECU08_0440,CHROMATIN STRUCTURE MODULATOR,ECU07_1690,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),1.74,N,N,Encephalitozoon cuniculi,Encephalitozoon cuniculi,E,E
786,allpdb0935,O07819_PARDE,P72178_PARDE,384,430,2XTS,B,A,304,PF00034;PF13442;,PF03404;PF00174;,25,229,41,430,Cytochrome,soxD,Sulfite-dehydrogenase,,Paracoccus denitrificans,Paracoccus denitrificans,1.33,N,N,Paracoccus denitrificans,Paracoccus denitrificans,B,B
787,allpdb0937,STABP_HUMAN,CHMP3_HUMAN,424,222,2XZE,A,Q,53,PF01398;PF08969;,PF03357;,1,146,183,222,STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM) (Endosome-associated ubiquitin isopeptidase),STAMBP AMSH,Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Neuroendocrine differentiation factor) (Vacuolar protein sorting-associated protein 24) (hVps24),CHMP3 CGI149 NEDF VPS24 CGI-149,Homo sapiens (Human),Homo sapiens (Human),1.75,N,N,Homo sapiens,Homo sapiens,E,E
788,allpdb0938,KAT8_HUMAN,MSL1_MOUSE,458,616,2Y0M,A,B,56,PF01853;PF11717;,PF16801;PF15275;,174,458,470,540,"Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (hMOF)",KAT8 MOF MYST1 PP7073,Male-specific lethal 1 homolog (MSL-1) (Hampin) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1),Msl1 Msl1l1,Homo sapiens (Human),Mus musculus (Mouse),2.7,N,N,Homo sapiens,Mus musculus,E,E
789,allpdb0939,MS3L1_HUMAN,MSL1_MOUSE,521,616,2Y0N,A,E,73,PF05712;PF11717;,PF16801;PF15275;,167,518,545,597,Male-specific lethal 3 homolog (Male-specific lethal-3 homolog 1) (Male-specific lethal-3 protein-like 1) (MSL3-like 1),MSL3 MSL3L1,Male-specific lethal 1 homolog (MSL-1) (Hampin) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1),Msl1 Msl1l1,Homo sapiens (Human),Mus musculus (Mouse),3,N,N,Homo sapiens,Mus musculus,E,E
790,allpdb0940,Q9FDJ9_9FIRM,Q6UB36_9FIRM,2319,752,2Y3N,C,D,72,PF00942;PF00963;,PF02011;,2073,2242,683,752,Cellulosomal scaffoldin,scaA,"Cellulose 1,4-beta-cellobiosidase (EC 3.2.1.91) (Cellulosomal family-48 processive glycoside hydrolase)",Bccel_0895,Pseudobacteroides cellulosolvens,Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933,1.9,N,N,Pseudobacteroides cellulosolvens,Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933,B,B
791,allpdb0941,UBCX_YEAST,PEX22_YEAST,183,180,2Y9M,A,B,57,PF00179;,PF12827;,15,183,54,180,Ubiquitin-conjugating enzyme E2-21 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme PEX4) (Peroxin-4) (Ubiquitin carrier protein) (Ubiquitin-protein ligase),PEX4 PAS2 UBC10 YGR133W,Peroxisome assembly protein 22 (Peroxin-22),PEX22 YAL055W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.6,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
792,allpdb0942,RAC1_HUMAN,DOCK2_HUMAN,192,1830,2YIN,D,B,116,PF00071;,PF06920;PF14429;PF16172;,1,177,1192,1622,Ras-related C3 botulinum toxin substrate 1 (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1),RAC1 TC25 MIG5,Dedicator of cytokinesis protein 2,DOCK2 KIAA0209,Homo sapiens (Human),Homo sapiens (Human),2.7,N,N,Homo sapiens,Homo sapiens,E,E
793,allpdb0945,MLP3B_RAT,ATG4B_HUMAN,142,393,2Z0D,B,A,92,PF02991;,PF03416;,1,120,1,353,Microtubule-associated proteins 1A/1B light chain 3B (Autophagy-related protein LC3 B) (Autophagy-related ubiquitin-like modifier LC3 B) (MAP1 light chain 3-like protein 2) (MAP1A/MAP1B light chain 3 B) (MAP1A/MAP1B LC3 B) (Microtubule-associated protein 1 light chain 3 beta),Map1lc3b Map1alc3 Map1lc3,Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagin-1) (Autophagy-related cysteine endopeptidase 1) (Autophagy-related protein 4 homolog B) (hAPG4B),ATG4B APG4B AUTL1 KIAA0943,Rattus norvegicus (Rat),Homo sapiens (Human),1.9,N,N,Rattus norvegicus,Homo sapiens,E,E
794,allpdb0947,NXF1_HUMAN,TNPO1_HUMAN,619,898,2Z5K,B,A,42,PF02136;PF09162;PF03943;,PF03810;,53,82,9,898,Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP),NXF1 TAP,Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP),TNPO1 KPNB2 MIP1 TRN,Homo sapiens (Human),Homo sapiens (Human),2.6,N,N,Homo sapiens,Homo sapiens,E,E
795,allpdb0948,ELNE_HUMAN,SLPI_HUMAN,267,132,2Z7F,E,I,58,PF00089;,PF00095;,30,247,83,132,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4),SLPI WAP4 WFDC4,Homo sapiens (Human),Homo sapiens (Human),1.7,N,N,Homo sapiens,Homo sapiens,E,E
796,allpdb0949,RNP1_PYRHO,RNP4_PYRHO,127,120,2ZAE,A,B,85,PF01868;,PF04032;,1,127,1,120,Ribonuclease P protein component 1 (RNase P component 1) (EC 3.1.26.5) (Rpp29),rnp1 PH1771,Ribonuclease P protein component 4 (RNase P component 4) (EC 3.1.26.5) (Rpp21),rnp4 PH1601,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),2.21,N,N,Pyrococcus horikoshii,Pyrococcus horikoshii,A,A
797,allpdb0950,RB27B_MOUSE,MELPH_MOUSE,218,590,2ZET,A,C,125,PF00071;,PF04698;,1,201,1,146,Ras-related protein Rab-27B,Rab27b,Melanophilin (Exophilin-3) (Leaden protein) (Slp homolog lacking C2 domains a) (SlaC2-a) (Synaptotagmin-like protein 2a),Mlph Ln Slac2a,Mus musculus (Mouse),Mus musculus (Mouse),3,N,N,Mus musculus,Mus musculus,E,E
798,allpdb0951,CIPKE_ARATH,CNBL2_ARATH,442,226,2ZFD,B,A,111,PF03822;PF00069;,PF13499;PF13833;,305,427,1,226,CBL-interacting serine/threonine-protein kinase 14 (EC 2.7.11.1) (SNF1-related kinase 3.15) (SOS2-like protein kinase PKS24) (Serine/threonine-protein kinase SR1) (AtSR1),CIPK14 PKS24 SnRK3.15 SR1 At5g01820 T20L15.90,Calcineurin B-like protein 2 (SOS3-like calcium-binding protein 1),CBL2 SCABP1 At5g55990 MDA7.3,Arabidopsis thaliana (Mouse-ear cress),Arabidopsis thaliana (Mouse-ear cress),1.2,N,N,Arabidopsis thaliana,Arabidopsis thaliana,E,E
799,allpdb0952,VPS25_HUMAN,VPS36_HUMAN,176,386,2ZME,D,B,48,PF05871;,PF11605;,1,102,149,386,Vacuolar protein-sorting-associated protein 25 (hVps25) (Dermal papilla-derived protein 9) (ELL-associated protein of 20 kDa) (ESCRT-II complex subunit VPS25),VPS25 DERP9 EAP20,Vacuolar protein-sorting-associated protein 36 (ELL-associated protein of 45 kDa) (ESCRT-II complex subunit VPS36),VPS36 C13orf9 EAP45 CGI-145,Homo sapiens (Human),Homo sapiens (Human),2.9,N,N,Homo sapiens,Homo sapiens,E,E
800,allpdb0953,O68601_ALCXX,D0VWQ8_ALCXX,360,87,2ZON,A,G,42,PF00394;PF07732;,PF13442;,25,360,1,87,Copper-containing nitrite reductase (EC 1.7.2.1) (Dissimilatory copper-containing nitrite reductase) (Nitrite Reductase (NiR)),nir nirK ERS451415_02178,Cytochrome c551,,Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans),Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans),1.7,N,N,Alcaligenes xylosoxydans xylosoxydans,Alcaligenes xylosoxydans xylosoxydans,B,B
801,allpdb0954,GEMI_MOUSE,CDT1_MOUSE,206,557,2ZXX,E,F,63,PF07412;,PF08839;PF16679;,79,157,172,368,Geminin,Gmnn,DNA replication factor Cdt1 (Double parked homolog) (DUP) (Retroviral insertion site 2 protein),Cdt1 Ris2,Mus musculus (Mouse),Mus musculus (Mouse),2.8,N,N,Mus musculus,Mus musculus,E,E
802,allpdb0956,RS19_THET8,RIMM_THET8,93,162,3A1P,B,A,123,PF00203;,PF05239;PF01782;,1,93,1,162,30S ribosomal protein S19,rpsS TTHA1688,Ribosome maturation factor RimM,rimM TTHA1033,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),2.3,N,N,Thermus thermophilus,Thermus thermophilus,B,B
803,allpdb0957,DPOL_PYRFU,PCNA_PYRFU,775,249,3A2F,A,B,60,PF00136;PF03104;,PF02747;PF00705;,1,775,2,249,DNA polymerase (EC 2.7.7.7) (DNA polymerase B) (Pfu polymerase) (Pol I),pol PF0212,DNA polymerase sliding clamp (Proliferating cell nuclear antigen homolog) (PCNA),pcn PF0983,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),2.67,N,N,Pyrococcus furiosus,Pyrococcus furiosus,A,A
804,allpdb0958,LMAN1_HUMAN,MCFD2_HUMAN,510,146,3A4U,A,B,44,PF03388;,PF13499;,31,285,27,146,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1),LMAN1 ERGIC53 F5F8D,Multiple coagulation factor deficiency protein 2 (Neural stem cell-derived neuronal survival protein),MCFD2 SDNSF,Homo sapiens (Human),Homo sapiens (Human),1.84,N,N,Homo sapiens,Homo sapiens,E,E
805,allpdb0959,EPMA_ECOLI,EFP_ECOLI,325,188,3A5Z,C,D,64,PF00152;,PF01132;PF08207;PF09285;,1,325,1,188,Elongation factor P--(R)-beta-lysine ligase (EF-P--(R)-beta-lysine ligase) (EC 6.3.1.-) (EF-P post-translational modification enzyme A) (EF-P-lysine lysyltransferase) (GX),epmA genX poxA yjeA b4155 JW4116,Elongation factor P (EF-P),efp b4147 JW4107,Escherichia coli (strain K12),Escherichia coli (strain K12),2.5,N,N,Escherichia coli,Escherichia coli,B,B
806,allpdb0961,REV3L_HUMAN,MD2L2_HUMAN,3130,211,3ABD,X,A,74,PF00136;PF03104;PF15735;PF14260;,PF02301;,1847,1898,1,211,DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (hREV3),REV3L POLZ REV3,Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2) (REV7 homolog) (hREV7),MAD2L2 MAD2B REV7,Homo sapiens (Human),Homo sapiens (Human),1.9,N,N,Homo sapiens,Homo sapiens,E,E
